Achates Power, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-engine-design	Efficient Engine Design	San Diego, CA	$9,002,985	ACTIVE
Aeris Technologies 	https://arpa-e.energy.gov/?q=slick-sheet-project/methane-leak-detection-system-0	Methane Leak Detection System	Redwood City, CA	$2,494,131	ACTIVE
Alveo Energy	https://arpa-e.energy.gov/?q=slick-sheet-project/prussian-blue-dye-batteries	Prussian Blue Dye Batteries	Palo Alto, CA	$4,599,935	ALUMNI
Applied Materials	https://arpa-e.energy.gov/?q=slick-sheet-project/low-cost-silicon-wafers-solar-modules	Low-Cost Silicon Wafers for Solar Modules	Santa Clara, CA	$4,958,074	ALUMNI
Applied Materials	https://arpa-e.energy.gov/?q=slick-sheet-project/new-electrode-manufacturing-process-equipment	New Electrode Manufacturing Process Equipment	Santa Clara, CA	$4,373,990	ALUMNI
Arcadia Biosciences	https://arpa-e.energy.gov/?q=slick-sheet-project/vegetable-oil-leaves-and-stems	Vegetable Oil from Leaves and Stems	Davis, CA	$1,454,581	ALUMNI
AutoGrid Systems	https://arpa-e.energy.gov/?q=slick-sheet-project/integration-renewables-demand-management	Integration of Renewables via Demand Management	Redwood Shores, CA	$3,465,385	ALUMNI
Avogy	https://arpa-e.energy.gov/?q=slick-sheet-project/vertical-gan-transistors	Vertical GaN Transistors	San Jose, CA	$3,225,000	CANCELLED
Bio Architecture Lab	https://arpa-e.energy.gov/?q=slick-sheet-project/macroalgae-butanol	Macroalgae Butanol	Berkeley, CA	$9,003,198	ALUMNI
Blackpak	https://arpa-e.energy.gov/?q=slick-sheet-project/sorbent-based-natural-gas-tank	Sorbent-Based Natural Gas Tank	San Francisco, CA	$5,475,000	ALUMNI
California Institute of Technology (CalTech)	https://arpa-e.energy.gov/?q=slick-sheet-project/micro-optical-tandem-luminescent-solar-concentrator	Micro-Optical Tandem Luminescent Solar Concentrator	Pasadena, CA	$2,999,594	ACTIVE
California Institute of Technology (Caltech) 	https://arpa-e.energy.gov/?q=slick-sheet-project/acoustic-wave-enhanced-catalysis	Acoustic Wave Enhanced Catalysis	Pasadena, CA	$425,000	ACTIVE
California Institute of Technology (Caltech) 	https://arpa-e.energy.gov/?q=slick-sheet-project/heating-and-compression-mechanisms-fusion	Heating and Compression Mechanisms for Fusion	Pasadena, CA	$800,000	ACTIVE
California Institute of Technology (Caltech)	https://arpa-e.energy.gov/?q=slick-sheet-project/scalable-distributed-automation-system	Scalable Distributed Automation System	Pasadena, CA	$1,350,000	ALUMNI
California Institute of Technology (CalTech)	https://arpa-e.energy.gov/?q=slick-sheet-project/improving-solar-generation-efficiency-solar-modules	Improving Solar Generation Efficiency with Solar Modules	Pasadena, CA	$2,400,000	ALUMNI
Calysta Energy	https://arpa-e.energy.gov/?q=slick-sheet-project/bioreactor-designs-rapid-fermentation	Bioreactor Designs for Rapid Fermentation	Menlo Park, CA	$797,646	ALUMNI
Ceres	https://arpa-e.energy.gov/?q=slick-sheet-project/improving-biomass-yields	Improving Biomass Yields	Thousand Oaks, CA	$5,089,144	ALUMNI
Citrine Informatics	https://arpa-e.energy.gov/?q=slick-sheet-project/machine-learning-solid-ion-conductors	Machine Learning for Solid Ion Conductors	Redwood City, CA	$499,023	ALUMNI
Codexis	https://arpa-e.energy.gov/?q=slick-sheet-project/better-enzymes-carbon-capture	Better Enzymes for Carbon Capture	Redwood City, CA	$4,657,045	ALUMNI
Cogenra Solar	https://arpa-e.energy.gov/?q=slick-sheet-project/hybrid-solar-converter-light-filtering-mirror	Hybrid Solar Converter with Light-Filtering Mirror	Mountain View, CA	$2,195,740	ALUMNI
Electric Power Research Institute (EPRI)	https://arpa-e.energy.gov/?q=slick-sheet-project/enhanced-air-cooled-heat-exchanger	Enhanced Air-Cooled Heat Exchanger	Palo Alto, CA	$3,000,000	ACTIVE
Envia Systems	https://arpa-e.energy.gov/?q=slick-sheet-project/long-range-electric-vehicle-batteries	Long-Range Electric Vehicle Batteries	Newark, CA	$3,952,876	ALUMNI
EnZinc	https://arpa-e.energy.gov/?q=slick-sheet-project/rechargeable-long-life-zinc-air-battery	Rechargeable, Long-Life, Zinc-Air Battery	San Anselmo, CA	$452,358	ALUMNI
General Atomics	https://arpa-e.energy.gov/?q=slick-sheet-project/soluble-lead-flow-battery	Soluble Lead Flow Battery	San Diego, CA	$1,986,308	ALUMNI
General Atomics	https://arpa-e.energy.gov/?q=slick-sheet-project/low-insertion-hvdc-circuit-breaker	Low-Insertion HVDC Circuit Breaker	San Diego, CA	$2,507,242	ALUMNI
Glint Photonics	https://arpa-e.energy.gov/?q=slick-sheet-project/stationary-wide-angle-concentrator-pv-system	Stationary Wide-Angle Concentrator PV System	Burlingame, CA	$2,474,999	ACTIVE
Glint Photonics	https://arpa-e.energy.gov/?q=slick-sheet-project/self-tracking-concentrator-photovoltaics	Self-Tracking Concentrator Photovoltaics	Burlingame, CA	$2,723,172	ALUMNI
GridBright, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/power-systems-model-repository	Power Systems Model Repository	Alamo, CA	$1,680,748	ACTIVE
Halotechnics	https://arpa-e.energy.gov/?q=slick-sheet-project/molten-glass-thermal-storage	Molten Glass for Thermal Storage	Emeryville, CA	$3,303,719	ALUMNI
HRL Laboratories	https://arpa-e.energy.gov/?q=slick-sheet-project/vertical-gan-transistor	Vertical GaN Transistor	Malibu, CA	$2,860,989	ACTIVE
HRL Laboratories	https://arpa-e.energy.gov/?q=slick-sheet-project/compact-interactive-electric-vehicle-charger	Compact, Interactive Electric Vehicle Charger	Malibu, CA	$5,504,060	ALUMNI
iMetalx Group	https://arpa-e.energy.gov/?q=slick-sheet-project/advanced-electrowinning-titanium-0	Advanced Electrowinning of Titanium	San Francisco, CA	$2,027,846	CANCELLED
Jet Propulsion Laboratory (JPL)	https://arpa-e.energy.gov/?q=slick-sheet-project/metal-hydride-air-battery	Metal Hydride-Air Battery	Pasadena, CA	$2,717,969	CANCELLED
Kohana	https://arpa-e.energy.gov/?q=slick-sheet-project/dynamically-adjustable-wind-turbine-blades	Dynamically Adjustable Wind Turbine Blades	Richmond, CA	$4,705,000	ACTIVE
Lawrence Berkeley National Laboratory (LBNL) 	https://arpa-e.energy.gov/?q=slick-sheet-project/mems-based-drivers-fusion	MEMS Based Drivers For Fusion	Berkeley, CA	$2,350,000	ACTIVE
Lawrence Berkeley National Laboratory (LBNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/turning-bacteria-biofuel	Turning Bacteria into Biofuel	Berkeley, CA	$3,439,506	ALUMNI
Lawrence Berkeley National Laboratory (LBNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/hydrogen-bromine-flow-battery	Hydrogen-Bromine Flow Battery	Berkeley, CA	$2,021,977	ALUMNI
Lawrence Berkeley National Laboratory (LBNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/oil-tobacco-leaves	Oil from Tobacco Leaves	Berkeley, CA	$4,839,876	ALUMNI
Lawrence Berkeley National Laboratory (LBNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/enzymes-methane-conversion	Enzymes for Methane Conversion	Berkeley, CA	$3,500,000	ALUMNI
Lawrence Livermore National Laboratory (LLNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/wireless-sensor-system-battery-packs	Wireless Sensor System for Battery Packs	Livermore, CA	$2,000,000	ALUMNI
Lawrence Livermore National Laboratory (LLNL)	https://arpa-e.energy.gov/?q=slick-sheet-project/synthetic-catalysts-co2-storage	Synthetic Catalysts for CO2 Storage	Livermore, CA	$3,632,000	ALUMNI
Magneto-Inertial Fusion Technologies, Inc. (MIFTI) 	https://arpa-e.energy.gov/?q=slick-sheet-project/staged-z-pinch-target-fusion	Staged Z-Pinch Target For Fusion	Tustin, CA	$4,598,239	ACTIVE
Makani Power	https://arpa-e.energy.gov/?q=slick-sheet-project/airborne-wind-turbine	Airborne Wind Turbine	Alameda, CA	$6,000,000	ALUMNI
Marine BioEnergy, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/biofuel-production-kelp	Biofuel Production from Kelp	La Canada, CA	$2,146,899	ACTIVE
Material Methods	https://arpa-e.energy.gov/?q=slick-sheet-project/sound-wave-refrigerants	Sound Wave Refrigerants	Irvine, CA	$200,962	CANCELLED
NanOasis	https://arpa-e.energy.gov/?q=slick-sheet-project/use-carbon-nanotubes-efficient-reverse-osmosis	Use of Carbon Nanotubes for Efficient Reverse Osmosis	Richmond, CA	$1,513,820	CANCELLED
NanoConversion Technologies, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/high-efficiency-thermoelectric-chp	High-Efficiency Thermoelectric CHP	San Jose, CA	$1,496,706	ALUMNI
NanoSD, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/nanobubble-thermal-barrier	Nanobubble Thermal Barrier	San Diego, CA	$3,000,000	ACTIVE
Northrop Grumman Aerospace Systems	https://arpa-e.energy.gov/?q=slick-sheet-project/thermo-acoustic-hybrid-solar-energy-system	Thermo-Acoustic Hybrid Solar Energy System	Redondo Beach, CA	$2,560,856	CANCELLED
Otherlab	https://arpa-e.energy.gov/?q=slick-sheet-project/intestinal-natural-gas-storage	Intestinal Natural Gas Storage	San Francisco, CA	$3,450,000	ALUMNI
Otherlab	https://arpa-e.energy.gov/?q=slick-sheet-project/passive-thermo-adaptive-textiles	Passive Thermo-Adaptive Textiles	San Francisco, CA	$5,439,748	ACTIVE
Otherlab	https://arpa-e.energy.gov/?q=slick-sheet-project/small-mirrors-solar-power-tower-plants	Small Mirrors for Solar Power Tower Plants	San Francisco, CA	$4,290,432	ACTIVE
Otherlab, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-otherlabs-project-coming-soon	More information on Otherlab's project is coming soon	San Francisco, CA	$494,247	ACTIVE
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/innovative-manufacturing-process-li-ion-batteries	Innovative Manufacturing Process for Li-Ion Batteries	Palo Alto, CA	$935,036	ALUMNI
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/system-printed-hybrid-intelligent-nano-chemical-sensors-sphincs	System of Printed Hybrid Intelligent Nano-Chemical Sensors (SPHINCS)	Palo Alto, CA	$3,395,164	ACTIVE
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/embedded-fiber-optic-sensing-system-battery-packs	Embedded Fiber Optic Sensing System for Battery Packs	Palo Alto, CA	$4,774,297	ALUMNI
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/reformer-less-fuel-cell	Reformer-less Fuel Cell	Palo Alto, CA	$1,500,000	CANCELLED
Palo Alto Research Center (PARC) 	https://arpa-e.energy.gov/?q=slick-sheet-project/window-thermal-barrier	Window Thermal Barrier	Palo Alto, CA	$2,887,311	ACTIVE
Palo Alto Research Center (PARC) 	https://arpa-e.energy.gov/?q=slick-sheet-project/radiative-film-supplemental-cooling-0	Radiative Film for  Supplemental Cooling	Palo Alto, CA	$999,999	ALUMNI
Palo Alto Research Center (PARC) 	https://arpa-e.energy.gov/?q=slick-sheet-project/micro-chiplet-printer-mosaic	Micro-Chiplet Printer for MOSAIC	Palo Alto, CA	$1,497,564	ACTIVE
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/electrochemical-probe-rapid-scrap-metal-sorting	Electrochemical Probe for Rapid Scrap Metal Sorting	Palo Alto, CA	$1,492,128	ALUMNI
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/large-area-thermoelectric-generators	Large-Area Thermoelectric Generators	Palo Alto, CA	$499,834	ALUMNI
Palo Alto Research Center (PARC)	https://arpa-e.energy.gov/?q=slick-sheet-project/collaborative-optimization-and-planning-transportation-energy-reduction-copter	Collaborative Optimization and Planning for Transportation Energy Reduction (COPTER)	Palo Alto, CA	$2,177,717	ACTIVE
Panasonic Boston Laboratory 	https://arpa-e.energy.gov/?q=slick-sheet-project/low-profile-cpv-panel-sun-tracking-rooftop-installation	Low Profile CPV Panel with Sun Tracking for Rooftop Installation	Cupertino, CA	$2,100,000	ACTIVE
PolyPlus Battery Company	https://arpa-e.energy.gov/?q=slick-sheet-project/solid-electrolyte-protected-li-metal-electrodes	Solid Electrolyte Protected LI Metal Electrodes	Berkeley, CA	$5,250,000	ACTIVE
PolyPlus Battery Company	https://arpa-e.energy.gov/?q=slick-sheet-project/rechargeable-lithium-air-batteries	Rechargeable Lithium-Air Batteries	Berkeley, CA	$5,396,311	ALUMNI
PolyPlus Battery Company	https://arpa-e.energy.gov/?q=slick-sheet-project/low-cost-high-performance-lithium-sulfur-batteries	Low-Cost, High-Performance Lithium-Sulfur Batteries	Berkeley, CA	$4,500,000	ALUMNI
Porifera	https://arpa-e.energy.gov/?q=slick-sheet-project/carbon-nanotube-membranes	Carbon Nanotube Membranes	Hayward, CA	$1,153,974	ALUMNI
Pratt & Whitney Rocketdyne (PWR)	https://arpa-e.energy.gov/?q=slick-sheet-project/continuous-detonation-engine-combustors	Continuous Detonation Engine Combustors	Canoga Park, CA	$463,184	ALUMNI
Pratt & Whitney Rocketdyne (PWR)	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-conversion-natural-gas	Efficient Conversion of Natural Gas	Canoga Park, CA	$5,246,281	ALUMNI
Primus Power	https://arpa-e.energy.gov/?q=slick-sheet-project/advanced-flow-battery-electrodes	Advanced Flow Battery Electrodes	Hayward, CA	$1,999,999	ALUMNI
Quora Technology	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-about-quoras-project-coming-soon	More information about Quora's project is coming soon!	Santa Clara, CA	$500,000	ACTIVE
Recapping	https://arpa-e.energy.gov/?q=slick-sheet-project/high-energy-density-capacitors	High Energy Density Capacitors	Menlo Park, CA	$1,000,000	ALUMNI
SAFCell	https://arpa-e.energy.gov/?q=slick-sheet-project/solid-acid-fuel-cell-stack	Solid Acid Fuel Cell Stack	Pasadena, CA	$3,699,230	ACTIVE
SAFCell, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-safcells-project-coming-soon	More information on SAFCell's project is coming soon!	Pasadena, CA	$3,000,000	ACTIVE
Signetron	https://arpa-e.energy.gov/?q=slick-sheet-project/mobile-building-audits	Mobile Building Audits	Berkeley, CA	$499,939	ALUMNI
Sila Nanotechnologies	https://arpa-e.energy.gov/?q=slick-sheet-project/double-energy-density-anodes-lithium-ion-batteries	Double Energy Density Anodes for Lithium-Ion Batteries	Alameda, CA	$3,225,000	ALUMNI
Sila Nanotechnologies, Inc.	https://arpa-e.energy.gov/?q=slick-sheet-project/melt-infiltration-solid-electrolyte	Melt-Infiltration Solid Electrolyte	Alameda, CA	$1,000,000	ACTIVE
SixPoint Materials	https://arpa-e.energy.gov/?q=slick-sheet-project/vertical-gan-substrates	Vertical GaN Substrates	Buellton, CA	$1,724,999	ACTIVE
Smart Wire Grid	https://arpa-e.energy.gov/?q=slick-sheet-project/distributed-power-flow-control	Distributed Power Flow Control	Oakland, CA	$3,977,745	ALUMNI
Soraa	https://arpa-e.energy.gov/?q=slick-sheet-project/low-cost-gan-substrates	Low-Cost GaN Substrates	Fremont, CA	$225,000	ALUMNI
Soraa	https://arpa-e.energy.gov/?q=slick-sheet-project/ammonothermal-growth-gan-substrates-leds	Ammonothermal Growth of GaN Substrates for LEDs	Fremont, CA	$6,319,259	ALUMNI
Space Orbital Services	https://arpa-e.energy.gov/?q=slick-sheet-project/low-temperature-methane-conversion-through-impacting-common-alloy-catalysts	Low Temperature Methane Conversion Through Impacting Common Alloy Catalysts	Morgan Hill, CA	$499,884	ALUMNI
SRI International 	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-sris-project-coming-soon	More information on SRI's project is coming soon!	Menlo Park, CA	$498,998	ACTIVE
SRI International	https://arpa-e.energy.gov/?q=slick-sheet-project/engineered-polymer-film	Engineered Polymer Film	Menlo Park, CA	$2,968,500	ACTIVE
SRI International (SRI) 	https://arpa-e.energy.gov/?q=slick-sheet-project/radiative-film-supplemental-cooling	Radiative Film for  Supplemental Cooling	Menlo Park, CA	$674,852	ACTIVE
SRI International (SRI)	https://arpa-e.energy.gov/?q=slick-sheet-project/direct-production-titanium-powder	Direct Production of Titanium Powder	Menlo Park, CA	$907,853	ALUMNI
SRI International (SRI) 	https://arpa-e.energy.gov/?q=slick-sheet-project/wearable-electroactive-textile	Wearable Electroactive Textile	Menlo Park, CA	$3,853,224	ACTIVE
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/all-electron-battery	The All-Electron Battery	Stanford, CA	$1,498,681	ALUMNI
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/radiative-coolers-rooftops-and-cars	Radiative Coolers for Rooftops and Cars	Stanford, CA	$2,943,851	ACTIVE
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/distributed-energy-resource-networks	Distributed Energy Resource Networks	Stanford, CA	$3,832,500	ACTIVE
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/behavioral-initiatives-energy-efficiency	Behavioral Initiatives for Energy Efficiency	Stanford, CA	$8,461,359	ALUMNI
Stanford University 	https://arpa-e.energy.gov/?q=slick-sheet-project/photonic-structure-textiles	Photonic Structure Textiles	Stanford, CA	$2,381,500	ACTIVE
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/multifunctional-battery-chassis-systems	Multifunctional Battery Chassis Systems	Stanford, CA	$2,709,427	ACTIVE
Stanford University	https://arpa-e.energy.gov/?q=slick-sheet-project/high-efficiency-energy-converters	High-Efficiency Energy Converters	Stanford, CA	$3,985,599	ACTIVE
Teledyne Scientific & Imaging	https://arpa-e.energy.gov/?q=slick-sheet-project/high-energy-density-potassium-based-flow-battery	High Energy Density Potassium-Based Flow Battery	Thousand Oaks, CA	$556,732	ALUMNI
Teledyne Scientific & Imaging	https://arpa-e.energy.gov/?q=slick-sheet-project/chip-scale-power-conversion-led-lighting	Chip-Scale Power Conversion for LED Lighting	Thousand Oaks, CA	$3,439,494	ALUMNI
Teledyne Scientific & Imaging	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-solar-concentrators	Efficient Solar Concentrators	Thousand Oaks, CA	$1,000,272	ALUMNI
Tour Engine	https://arpa-e.energy.gov/?q=slick-sheet-project/high-efficiency-split-cycle-engine-residential-generators	High Efficiency Split-Cycle Engine for Residential Generators	San Diego, CA	$1,380,000	ACTIVE
Transphorm	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-switches-solar-power-conversion	Efficient Switches for Solar Power Conversion	Goleta, CA	$2,446,247	ALUMNI
Transphorm	https://arpa-e.energy.gov/?q=slick-sheet-project/transistors-electric-motor-drives	Transistors for Electric Motor Drives	Goleta, CA	$2,950,000	ALUMNI
University of California - Irvine (UC Irvine)	https://arpa-e.energy.gov/?q=slick-sheet-project/thermocomfort-cloth	Thermocomfort Cloth	Irvine, CA	$2,492,027	ACTIVE
University of California Berkeley (UC Berkeley)	https://arpa-e.energy.gov/?q=slick-sheet-project/measuring-phase-angle-change-power-lines	Measuring Phase Angle Change in Power Lines	Berkeley, CA	$6,182,674	ACTIVE
University of California Berkeley (UC Berkeley)	https://arpa-e.energy.gov/?q=slick-sheet-project/metal-organic-framework-research	Metal Organic Framework Research	Berkeley, CA	$4,967,850	ALUMNI
University of California Davis (UCD)	https://arpa-e.energy.gov/?q=slick-sheet-project/ethylene-butanol	Ethylene-to-Butanol	Davis, CA	$1,500,000	ACTIVE
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/synthetic-pathway-methanol-conversion	Synthetic Pathway for Methanol Conversion	Los Angeles, CA	$3,000,000	ACTIVE
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/cost-effective-solar-thermal-energy-storage	Cost-Effective Solar Thermal Energy Storage	Los Angeles, CA	$2,920,802	ALUMNI
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/fuel-cells-dynamic-response-capability	Fuel Cells with Dynamic Response Capability	Los Angeles, CA	$1,000,000	ALUMNI
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/liquid-fuel-renewable-electricity-and-bacteria	Liquid Fuel from Renewable Electricity and Bacteria	Los Angeles, CA	$4,213,500	ALUMNI
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/compact-solid-state-cooling-systems	Compact Solid State Cooling Systems	Los Angeles, CA	$520,547	ALUMNI
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-co2-fixation-pathways	Efficient CO2 Fixation Pathways	Los Angeles, CA	$4,076,907	ALUMNI
University of California Los Angeles (UCLA)	https://arpa-e.energy.gov/?q=slick-sheet-project/long-life-acid-based-battery	Long-Life, Acid-Based Battery	Los Angeles, CA	$1,125,000	ALUMNI
University of California San Diego (UCSD)	https://arpa-e.energy.gov/?q=slick-sheet-project/multifunctional-battery-systems-electric-vehicles	Multifunctional Battery Systems for Electric Vehicles	La Jolla, CA	$3,498,061	ALUMNI
University of California San Diego (UCSD)	https://arpa-e.energy.gov/?q=slick-sheet-project/novel-electrolytes	Novel Electrolytes	La Jolla, CA	$500,000	ALUMNI
University of California Santa Barbara (UCSB)	https://arpa-e.energy.gov/?q=slick-sheet-project/vertical-gan-devices	Vertical GaN Devices	Santa Barbara, CA	$3,158,954	ACTIVE
University of California Santa Barbara (UCSB)	https://arpa-e.energy.gov/?q=slick-sheet-project/boosted-capacitors	Boosted Capacitors	Santa Barbara, CA	$1,599,974	ALUMNI
University of California Santa Cruz (UC Santa Cruz)	https://arpa-e.energy.gov/?q=slick-sheet-project/efficient-collection-concentrated-solar	Efficient Collection of Concentrated Solar	Santa Cruz, CA	$1,623,082	CANCELLED
University of California, Berkeley (UC Berkeley)	https://arpa-e.energy.gov/?q=slick-sheet-project/rapid-building-energy-modeler-rapmod	Rapid Building Energy Modeler - RAPMOD	Berkeley, CA	$3,571,837	ALUMNI
University of California, Berkeley (UC Berkeley) 	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-uc-berkeleys-project-coming-soon	More information on UC Berkeley's project is coming soon!	Berkeley, CA	$3,329,716	ACTIVE
University of California, Berkeley (UC Berkeley) 	https://arpa-e.energy.gov/?q=slick-sheet-project/wirelessly-powered-heating-and-cooling-devices	Wirelessly Powered Heating and Cooling Devices	Berkeley, CA	$2,618,462	ACTIVE
University of California, Los Angeles (UCLA) 	https://arpa-e.energy.gov/?q=slick-sheet-project/renewable-production-commodity-chemicals	Renewable Production of Commodity Chemicals	Los Angeles, CA	$4,072,695	ACTIVE
University of California, Los Angeles (UCLA) 	https://arpa-e.energy.gov/?q=slick-sheet-project/thinner-coatings	Thinner Coatings	Los Angeles, CA	$1,200,000	ACTIVE
University of California, Riverside	https://arpa-e.energy.gov/?q=slick-sheet-project/more-information-uc-riversides-project-coming-soon	More information on UC Riverside's project is coming soon!	Riverside, CA	$2,799,999	ACTIVE
University of California, San Diego (UCSD)	https://arpa-e.energy.gov/?q=slick-sheet-project/grid-energy-storage-valuation	Grid Energy Storage Valuation	La Jolla, CA	$3,306,200	ACTIVE
University of California, San Diego (UCSD)	https://arpa-e.energy.gov/?q=slick-sheet-project/self-forming-solid-state-batteries	Self-Forming Solid-State Batteries	La Jolla, CA	$1,000,000	ACTIVE
University of California, San Diego (UCSD) 	https://arpa-e.energy.gov/?q=slick-sheet-project/polymer-based-window-coating	Polymer-Based Window Coating	La Jolla, CA	$1,400,000	ACTIVE
University of California, San Diego (UCSD)	https://arpa-e.energy.gov/?q=slick-sheet-project/adaptive-textiles-technology	Adaptive Textiles Technology	La Jolla, CA	$2,600,000	ACTIVE
University of California, San Diego (UCSD) 	https://arpa-e.energy.gov/?q=slick-sheet-project/distributed-grid-control-flexible-loads	Distributed Grid Control of Flexible Loads	La Jolla, CA	$2,572,257	ACTIVE
University of California, Santa Barbara (UCSB) 	https://arpa-e.energy.gov/?q=slick-sheet-project/high-efficiency-data-transfer-0	High-Efficiency Data Transfer	Santa Barbara, CA	$1,935,325	ACTIVE
University of California, Santa Barbara (UCSB) 	https://arpa-e.energy.gov/?q=slick-sheet-project/laser-based-solid-state-lighting	Laser-Based Solid State Lighting	Santa Barbara, CA	$2,372,723	ACTIVE
University of Southern California (USC)	https://arpa-e.energy.gov/?q=slick-sheet-project/iron-air-rechargeable-battery	Iron-Air Rechargeable Battery	Los Angeles, CA	$1,509,324	ALUMNI
University of Southern California (USC)	https://arpa-e.energy.gov/?q=slick-sheet-project/inexpensive-metal-free-organic-flow-battery	Inexpensive, Metal-free, Organic Flow Battery	Los Angeles, CA	$2,719,018	ACTIVE
Varentec	https://arpa-e.energy.gov/?q=slick-sheet-project/dynamic-power-flow-controller	Dynamic Power Flow Controller	Santa Clara, CA	$4,025,951	ALUMNI
